code,name,lat,lon
YNNG,Nar Nar Goon,-38.07,145.57333333
YNRN,Narayen,-25.66666667,150.83333333
YNWT,Narwietooma,-23.23333333,132.63333333
YNRL,Naryilco,-28.55,141.91666667
YNDS,Natal Downs,-21.08333333,146.15
YNAT,Nathan River Stn,-15.53333333,135.4
YNVE,Navarre,-36.91666667,143.1
YNEE,Nee Nee,-29.11666667,150.01666667
YNES,Nelson Springs,-17.3,129.28333333
YNPU,Nepabunna,-30.60333333,138.94833333
YNNR,Nerrin Nerrin,-37.76666667,143.01666667
YNWY,Netherway,-30.68888889,148.13333333
YNTJ,Neutral Junction,-21.53333333,134.0
YNCS,New Crown Stn,-25.68333333,134.83333333
YNHV,New Haven,-22.72833333,131.145
YNLH,New Landsdown Hs,-17.61666667,126.73333333
YLRS,New Laura,-15.183298,144.346069
YNMY,New May Downs Hs,-20.58888889,139.33888889
YNMN,New Moon,-19.20333333,145.77166667
YNQI,New Quinambie,-30.895,140.96833333
YNVD,New Victoria Downs,-20.6,146.3
YNTL,Newcastle Harbour,-32.9225,151.78138889
YNCW,Newcastle Waters,-17.37777778,133.40861111
YNDG,Newdegate,-33.10444444,119.01805556
YNEW,Newlands Coal,-21.17111111,147.90888889
YNGT,Ngangoriordt,-12.5625,134.27277778
YNLJ,Ngilipitji,-13.54055556,135.52166667
YNIC,Nicholson,-18.05,128.9
YNIR,Nicholson River,-18.01666667,137.36666667
YNLD,Nildottie,-34.68333333,139.65
YNPA,Nilpinna,-28.48333333,135.9
YNOB,Nobbys Creek,-28.29166667,153.32666667
YNCD,Noccundra,-27.81666667,142.58333333
YNOC,Nockatunga,-27.71666667,142.71166667
YNIG,Nonning,-32.52222222,136.49388889
YNNM,Noonamah,-30.175,143.88333333
YNBH,Noonbah,-24.1,143.15
YNON,Noondoonia Hs,-32.28333333,123.66666667
YNKA,Noonkanbah,-18.5,124.83333333
YNOR,Noorama Station,-28.67555556,146.37416667
YNOO,Nooyeah Downs,-28.05,143.58333333
YNOF,Norfolk,-19.33333333,138.33333333
YNOI,North Island,-15.56666667,136.86666667
YNPJ,North Pinjarra,-32.58166667,115.89
YNOS,North Star,-28.93,150.395
YNWL,North Well,-30.84222222,135.29694444
YNHP,Northampton,-28.35,114.7
YNGE,Nourlangie,-12.81666667,132.81666667
YNWD,Nowendoc,-31.51,151.74666667
YNUJ,Nudjaburra,-17.96666667,137.93333333
YNUE,Numery,-23.98333333,135.4
YNDR,Nundroo,-31.78027778,132.22305556
YNUN,Nuntherungie,-30.8,142.48333333
YNUR,Nurruwyn Property,-30.29111111,149.49194444
YNUT,Nutwood Downs,-15.81666667,134.15
YNYG,Nyang Hs,-23.03333333,115.03333333
YNYP,Nyapari,-26.18777778,130.19222222
YYIK,Nyikala,-12.0,136.3
YNRR,Nyirripi,-22.645,130.565
YNYM,Nymagee,-32.05,146.31666667
YOKV,Oak Valley,-29.51666667,130.86666667
YOAK,Oakbank,-33.05,140.58333333
YOKH,Oakden Hills,-31.66666667,137.05833333
YOAM,Oakhampton,-30.58333333,150.66666667
YOKE,Oakvale,-22.297844,145.980867
YOPT,Oenpelli Township,-12.325,133.04583333
YOGM,Ogmore,-22.61666667,149.66666667
YOAD,Old Andado,-25.38333333,135.41666667
YOAF,Old Arafura,-12.47527778,134.96111111
YOBR,Old Bar,-31.96611111,152.59166667
YBDM,Old Bundemar,-31.805,148.16333333
YGPA,Old Goodparla,-13.47277778,132.26694444
YOSN,Old Station,-23.82361111,150.80666667
YOGD,Olga Downs,-20.4,143.2
YOMI,Omicron,-28.76666667,141.25
YOAP,One Arm Pt,-16.43333333,123.05
YOOB,Oobagooma,-16.76666667,123.98333333
YODA,Ooldea,-30.45666667,131.82333333
YOOL,Oolloo,-13.91666667,131.21666667
YOBM,Oombabeer,-24.53333333,149.55
YORT,Ooratippra,-21.90611111,136.06861111
YOTN,Ootann,-17.44333333,144.645
YOPC,Opium Creek,-12.58055556,131.73027778
YOPK,Orana Park,-24.83333333,149.48333333
YORP,Oraparinna,-31.44194444,138.73055556
YORC,Orchid Beach,-24.95,153.3
YOCR,Orchid Creek,-13.21666667,143.03333333
YORV,Ord River,-17.34111111,128.91194444
YOIT,Orielton,-22.06666667,144.13666667
YORW,Orient Well,-29.19916667,121.43805556
YORL,Orleans Farm,-33.78333333,122.95
YOPH,Orpheus Island,-18.63472222,146.49305556
YORU,Orungal,-28.61666667,151.11666667
YOSI,Osborne Island,-14.35,126.03333333
YODL,Ourdell,-25.35,142.63333333
YOUY,Ouyen,-35.11666667,142.35
YOLY,Oxley,-31.01861111,147.71222222
YPAS,Packsaddle,-22.905,118.695
YPDY,Padthaway Stn,-36.61666667,140.48333333
YPLB,Palm Beach,-33.58666667,151.31666667
YPMK,Palm Creek,-14.90166667,131.08666667
YPMV,Palm Valley,-24.06666667,132.73333333
YPLI,Palmers Island / Maclean,-29.44666667,153.26666667
YPVI,Palmerville,-16.0,144.06666667
YPYA,Palmyra,-21.20388889,149.07194444
YPPA,Palparara,-24.81666667,141.46666667
YPUA,Palumpa,-14.3333333,129.8666667
YPDI,Pandie Pandie,-26.11833333,139.40027778
YPNW,Pannawonica,-21.62833333,116.32
YPJN,Pantijan,-15.9525,125.05388889
YPGP,Paraburdoo Gold Project,-23.43305556,117.88722222
YPRD,Paradise Station,-29.87583333,151.475
YPKI,Parakylia,-30.4,136.39166667
YPDO,Pardoo Stn,-20.11666667,119.58333333
YPDA,Parndana,-35.78333333,137.28333333
YPRN,Parsons Range,-13.43333333,135.2
YPSI,Passage Island,-40.5,148.33333333
YPCH,Patchewollock,-35.38333333,142.2
YPTJ,Patjarr,-24.61333333,126.32333333
YPYF,Paynes Find,-29.275,117.65
YPLL,Peak Hill,-25.6,118.68333333
YPKH,Peak Hill,-32.73055556,148.21111111
YPKE,Peake,-28.25,135.9
YPEK,Peake Creek,-28.11666667,135.51666667
YPDE,Pendeen,-33.66222222,136.14027778
YPNO,Penola,-37.38333333,140.83333333
YPNG,Penong,-31.92027778,133.00527778
YPTH,Penrith (qld),-23.11666667,143.61666667
YPND,Pentland,-20.53333333,145.36666667
YPEP,Peppimenarti,-14.11666667,130.08333333
YPJI,Perenjori,-29.43333333,116.28333333
YPTT,Pernatty,-31.48333333,137.48333333
YPIX,Pia,-27.19166667,116.29166667
YPIC,Piccaninny,-19.61666667,146.53055556
YPPS,Piccaninny Plains,-13.15333333,142.77833333
YPCM,Pickertaramoor,-11.76666667,130.86666667
YPPR,Pier Pier,-30.63277778,147.96694444
YPGH,Pigeon Hole,-16.81666667,131.21666667
YPNC,Pine Creek,-13.83333333,131.83333333
YPIN,Pinnacle,-15.66666667,143.55
YPCS,Pinnacles Hs,-28.2,120.43333333
YPLD,Planet Downs,-18.5,139.28333333
YPPK,Pleasant Park,-36.71666667,141.45
YPVD,Plevna Downs,-26.67833333,142.58
YPMB,Plumbago,-32.05333333,139.87166667
YPDD,Point David,-11.35,132.58333333
YPGM,Pollygammon Hs,-22.71666667,140.58333333
YPGK,Pooginook,-34.85,145.75
YPOO,Pootnoura,-28.46666667,134.2
YPOP,Porphyry,-29.7775,122.26777778
YPBM,Port Bremmer,-11.21666667,132.26666667
YPFA,Port Fairy,-38.36055556,142.26833333
YPTG,Port George,-15.38333333,124.66666667
YPHU,Port Hurd,-11.7,130.2
YPTL,Portland Downs,-24.13333333,144.58333333
YPRA,Prairie,-36.30722222,144.13972222
YPRE,Premer,-31.46666667,149.91666667
YPNI,Prenti Downs Stn,-26.51833333,122.81166667
YPUK,Puk Puk,-19.44444444,146.41111111
YPUN,Punmu,-22.06666667,123.16666667
YPYD,Pyramid Hill,-36.06666667,144.13333333
YQDG,Quairading,-32.00666667,117.415
YQBK,Quambatook,-35.93333333,143.46666667
YQBE,Quambone,-30.9,147.83333333
YQUE,Questa Park,-30.39166667,143.14166667
YRBT,Rabbit Flat,-20.21666667,130.0
YRFB,Raffles Bay,-11.25,132.36666667
YRAG,Raglan,-37.38333333,143.33333333
YRBB,Rainbow Beach,-25.83333333,153.06666667
YRPT,Rankin Pt,-12.68333333,130.58333333
YRAK,Ranku,-11.63027778,130.30166667
YRAT,Rat Island,-28.71666667,113.76666667
YRVW,Ravenswood,-20.1,146.9
YRWH,Ravensworth,-34.63333333,144.26666667
YRAW,Rawlinna,-31.0,125.325
YRWA,Rawlinna Hs,-31.03333333,125.24166667
YRYK,Rawnsley Park,-31.65,138.61666667
YRRR,Raymangirr,-12.34111111,136.00111111
YRAM,Raymore Hs,-26.15,143.01666667
YRYW,Raywood,-36.54833333,144.245
YRDN,Red Dome Mine,-17.12944444,144.39611111
YRHL,Red Hill Stn,-21.96666667,116.06666667
YRBM,Redbank Mine,-17.18333333,137.76666667
YRDM,Redmont,-21.96666667,119.01666667
YRDY,Reedys,-27.13166667,118.28
YREM,Remlap Park,-32.55638889,151.95694444
YCPX,Research Stn,-12.58333333,131.31666667
YRES,Retreat Hs,-25.21666667,143.3
YRRG,Rhodes Ridge,-23.09833333,119.36916667
YRFD,Richfield,-22.76333333,144.01166667
YRDS,Richmond Downs,-20.6,143.3
YRSK,Ringer Soak,-18.78861111,128.62444444
YRNW,Ringwood Stn,-23.82888889,134.96166667
YRIO,Ripcord,-27.55,152.39166667
YRVE,Riveren,-17.9,130.21666667
YRLH,Riversleigh,-19.03333333,138.73333333
YRIS,Robbins Island,-40.71666667,144.93333333
YRBR,Robinson River,-16.71833333,136.945
YRKD,Rockhampton Downs,-18.95,135.2
YRKS,Rocklands,-19.86666667,138.1
YRLE,Rocklea,-22.88333333,117.45
YROK,Rocky River,-35.93,136.72
YROE,Roebourne,-20.76138889,117.15611111
YRBY,Rokeby,-13.64833333,142.645
YRKE,Rokewood,-37.91666667,143.73333333
YRLO,Rollos,-35.025,139.18333333
YRRB,Roper Bar,-14.73777778,134.51833333
YRRV,Roper River,-14.72361111,134.74666667
YRVQ,Roper River Aqua Farm,-14.8,135.18333333
YROP,Rosalie Plains,-27.21805556,151.69666667
YRAY,Rose Bay,-33.86666667,151.25833333
YRVL,Rose Vale,-34.84944444,147.78027778
YRSD,Rosedale,-33.15,148.36666667
YRSV,Rosevale,-27.15,145.91166667
YROV,Ross River,-23.59944444,134.51722222
YROT,Rothsay Mine,-29.29166667,116.86666667
YROD,Round Hill Island,-13.31666667,136.1
YRWF,Rowland Flat,-34.56666667,138.95
YROX,Roxborough Downs,-22.5,138.83333333
YRXB,Roxby Downs,-30.71666667,136.73666667
YRYH,Roy Hill Stn,-22.625594,119.958889
YRUD,Rudal River,-22.55,122.15
YREI,Rumleigh,-29.98444444,146.91694444
YRUN,Running Creek,-24.08333333,150.81666667
YRUL,Rurrangala,-12.91805556,136.25305556
YRUR,Rurruwuy,-12.19444444,136.29222222
YRGN,Rutherglen,-36.03611111,146.53805556
YSAI,Saipem,-23.7,131.86666667
YSCK,Salt Creek,-36.1375,139.64416667
YSMH,Samuel Hill,-22.75,150.63333333
YSFI,Sandfire Road House,-19.76666667,121.13333333
YSFY,Sandfly,-42.98194444,147.20972222
YSAH,Sandhill,-22.8,119.61666667
YSAG,Sandringham Stn,-24.05555556,139.07222222
YSAN,Sandstone,-27.975,119.29166667
YSYC,Sandy Cape,-24.73333333,153.2
YSTT,Santa Teresa Mission,-24.11777778,134.39
YSAE,Sattler,-12.53333333,131.05
YSAD,Savannah Downs,-19.46666667,141.8
YSXB,Saxby Downs,-20.01,142.48166667
YSEA,Sedan,-34.56833333,139.33472222
YSFH,Shadforth Hills,-13.16666667,134.1
YSHA,Shady Camp,-12.48333333,131.71666667
YSHN,Shannon River,-34.75,116.48333333
YSRK,Sherlock Bay,-20.9,117.65
YSIE,Shirley,-21.5,144.98333333
YSIA,Siam,-32.55777778,136.70944444
YSLG,Silent Grove,-17.056995,125.245473
YSVH,Silver Hills,-20.61666667,143.08333333
YSVP,Silver Plains,-13.96666667,143.55
YSIM,Simpsons Creek,-37.71666667,148.36666667
YSNC,Sinclair,-28.33833333,120.85333333
YSIN,Singleton Stn,-20.71666667,134.28333333
YSKR,Skardon River,-11.86888889,142.01611111
YSKI,Ski Beach,-12.22555556,136.70388889
YSMP,Smith Pt,-11.13343,132.158814
YSMK,Smokey Creek,-24.125,150.44166667
YSND,Snapper Island,-16.3,145.5
YSNT,Snowtown,-33.81666667,138.35
YSOE,South Bend,-25.225,148.73
YSWK,South West Rocks,-30.93333333,153.03333333
YSOB,Southbrook,-27.66833333,151.73
YSOH,Southern Hills,-32.19666667,122.84
YSOW,Southwell,-14.51666667,142.03333333
YSPY,Spilsby Island,-34.66666667,136.35
YSPF,Springfield,-17.98333333,144.43333333
YSPV,Springvale,-23.55,140.7
YSLW,St Lawrence,-22.36666667,149.46666667
YSLE,St Leonards,-38.16916667,144.68833333
YSTP,St Pauls,-20.38333333,146.8
YSBO,Stanbroke,-21.56666667,139.71666667
YSTD,Star Landing Area,-19.34166667,146.16666667
YSER,Starke,-14.74666667,144.94833333
YSKF,Starke Field,-19.58666667,146.78055556
YSTE,Station Three,-30.35,139.65
YSTI,Stephens Island,-9.5,143.55
YSEW,Stewarts,-30.15833333,153.16388889
YSTN,Stony Head,-41.03666667,147.00333333
YSYN,Strathalbyn,-35.31166667,138.99
YSVN,Strathaven,-14.9,142.96666667
YSTB,Strathburn,-14.48333333,142.83333333
YSDW,Strathdownie,-37.73166667,141.125
YSTR,Strathearn,-31.75,140.33333333
YSGD,Strathgordon,-14.795,142.43305556
YSGL,Strathguyle,-29.08666667,149.37972222
YSLN,Strathleven,-15.89833333,143.38333333
YSMY,Strathmay,-14.88333333,142.80166667
YSMR,Strathmore,-17.86666667,142.55
YSTM,Streatham,-37.68333333,143.03333333
YSTC,Stuart Creek,-29.71666667,137.06333333
YSED,Stuart Meadows,-28.66666667,120.96666667
YSEK,Stuarts Creek,-26.28333333,148.46666667
YSDL,Sudley,-12.71333333,142.36166667
YSBE,Sunbury East,-37.53,144.74833333
YSUN,Sundown Valley,-30.45,150.98333333
YSMT,Sunnymount,-17.40166667,144.88333333
YSUJ,Supplejack Downs,-19.26666667,129.95
YSUP,Surprise Creek,-16.4,136.05
YSLD,Sutherland Downs,-20.16666667,142.41666667
YSUT,Suttor Creek,-21.35,147.98333333
YSWQ,Swan Hill,-24.63333333,145.96666667
YSNE,Swanbourne,-31.97361111,115.75833333
YSWA,Swansea,-42.10166667,148.06833333
YSWE,Sweers Island,-17.12166667,139.59833333
YSLV,Sylvania Hs,-23.55833333,120.04666667
YTBI,Table Hill,-12.20666667,134.01
YTAB,Tableland Hs,-17.28333333,126.9
YTGG,Taggerty,-37.35055556,145.70027778
YTDA,Taidia,-33.71666667,119.05
YTLW,Talawanta,-18.63,140.255
YTBG,Talbingo,-35.58333333,148.28333333
YTBY,Talbot Bay,-16.35,123.91666667
YTLI,Talgai,-28.05,151.91666667
YTWD,Talwood,-28.5,149.45
YTML,Tamala,-26.66666667,113.73333333
YTMS,Tambar Springs,-31.315,149.84666667
YTME,Tanamera,-23.4,143.83333333
YTAN,Tanami Downs,-20.58333333,129.75
YTAD,Tandou Lake,-32.63333333,142.08333333
YTGA,Tangalooma,-27.13,153.36333333
YTNR,Tanumbirini Stn,-16.45,134.65
YTRC,Tarcombe,-24.08333333,143.4
YTAR,Tarcoola,-30.70666667,134.57666667
YTCY,Tarcoonyinna,-26.75,133.35
YTWI,Tarewinnabar,-28.09833333,150.15833333
YTLT,Tarlton Downs,-22.63333333,136.8
YTRN,Tarragona,-22.08333333,144.01666667
YTTS,Tartrus,-22.95333333,149.42805556
YTAP,Taylors Plains,-25.69166667,147.29333333
YTEL,Tellaraga,-29.58972222,149.41361111
YTPE,Tempe Downs,-24.40055556,132.44722222
YTEP,Tennaperra,-28.065,141.845
YTFD,Tenterfield,-28.99333333,151.93
YTEA,Terang,-23.95,148.76666667
YTTB,Teutonic Bore,-28.4,121.16666667
YTEX,Texas,-28.83333333,151.16
YTMA,Thalmera,-24.65,149.61666667
YGDR,The Garden,-23.28666667,134.44
YTLY,The Lily,-34.22361111,118.21583333
YOAS,The Oaks,-34.08333333,150.55
YTHT,The Twins,-29.98333333,135.4
YTHD,Theda Stn,-14.78805556,126.49638889
YTHV,Thevenard Island,-21.46666667,115.0
YTHI,Thistle Island,-35.0,136.16666667
YTHO,Thomason,-12.91666667,130.23333333
YTHL,Thornhill,-20.93333333,143.73333333
YTPD,Thorpdale,-38.28333333,146.16666667
YTHM,Three Hummock Island,-40.45,144.86666667
YTHR,Three Rivers Hs,-25.13333333,119.11666667
YTHS,Three Springs,-29.53333333,115.85
YTIT,Ti Tree,-22.13166667,133.42
YTTE,Ti Tree,-13.96666667,141.65
YTIH,Tickalara Hs,-28.63333333,142.2
YTWA,Tierawoomba,-21.85,149.05
YTYN,Tieyon Stn,-26.22222222,133.90416667
YTRO,Timbaroo,-23.3,149.35
YTFR,Tinaroo Falls Resv,-17.16583333,145.55916667
YTPA,Tipperary,-13.73666667,131.04166667
YTIW,Tirrawarra,-27.66666667,140.08333333
YTJI,Tjirrkarli,-26.035,125.47166667
YJUK,Tjukurla,-24.36666667,128.73333333
YTJU,Tjuntjuntjarra,-29.34666667,127.10333333
YTMY,Tobermorey,-22.26666667,137.95
YTBP,Tobys Gap,-25.56666667,153.08333333
YTCL,Tocal Hs,-23.76666667,143.5
YTDM,Todmorden,-27.12444444,134.77
YTOG,Togo Station,-30.08222222,149.53222222
YOGA,Tolga,-17.2,145.45
YTNS,Toliness,-25.33333333,146.06666667
YTLH,Toogoolawah,-27.07166667,152.38166667
YTOA,Toolachie,-28.40833333,140.81
YTLB,Tooloombah,-22.73333333,149.48333333
YTOL,Tooloombilla Hs,-25.87166667,148.04333333
YTOB,Toomba,-19.93333333,145.58333333
YTLE,Toorale,-30.31444444,145.40638889
YTOR,Toorilla,-22.46666667,150.05
YTCK,Torrens Creek,-20.78333333,145.0
YTOK,Torres Park Hs,-25.11666667,147.16666667
YTRB,Torrumbarry,-36.06666667,144.53333333
YTRW,Torwood,-17.36666667,143.75
YTWG,Towrang Gliding,-34.69083333,149.88805556
YTCF,Tracey's Field,-22.33333333,122.06666667
YTGW,Tragowel,-22.46666667,144.45
YTAL,Tralee,-35.40194444,149.16416667
YTGI,Trangie,-31.97472222,148.00333333
YTRF,Trefoil Island,-40.63333333,144.68333333
YTWE,Trelawney,-22.83666667,146.72333333
YTUA,Triabunna,-42.51361111,147.89861111
YTIY,Trial Bay,-12.9775,136.50333333
YTII,Trinidad,-25.6,143.91666667
YTRI,Trinity Inlet,-16.91666667,145.78333333
YTRU,Trousers Pt,-40.16666667,148.03333333
YTUG,Truganinnie,-24.495,149.21666667
YTCU,Tucson,-22.68333333,143.345
YTLL,Tullamore,-32.61666667,147.6
YTBM,Tumbarumba,-35.76388889,147.88611111
YTUN,Tunbridge,-42.11666667,147.36666667
YTRK,Turee Creek,-23.61666667,118.61666667
YTKY,Turkey Creek,-17.04083333,128.20972222
YTRR,Turriff,-36.43333333,142.5
YTTD,Turtlehead Island,-10.95,142.7
YUCH,Ucharonidge Stn,-17.67361111,134.23805556
YULC,Ulcanbah,-22.03333333,145.97333333
YULW,Ulowdna,-31.66666667,138.63333333
YUBK,Umbakumba,-13.87722222,136.79611111
YUMB,Umbeara,-25.74666667,133.70166667
YUBT,Umberatana Hs,-30.25,139.11666667
YUMU,Umuwa,-26.48666667,132.04
YUDL,Undilla Hs,-19.625,138.63333333
YUPC,Upolu Cay,-16.68333333,145.93888889
YUPH,Upper Horton,-30.1,150.65
YUPG,Urapunga,-14.71083333,134.56666667
YURL,Urlampe,-22.46666667,137.71666667
YUSL,Useless Loop,-26.15111111,113.39583333
YUTP,Utopia,-22.055,134.79
YUTS,Utopia Stn,-22.23333333,134.58
YVLG,Valley Of Lagoons,-18.68333333,145.1
YVNI,Vanderlin Island,-15.7,136.98333333
YVAN,Vansittart Bay,-14.0,126.13333333
YVLY,Varley,-32.71972222,119.50583333
YVSH,Vashon Head,-11.15,131.98333333
YVNS,Vaughan Springs,-22.33333333,130.86666667
YVTR,Victoria River,-15.56666667,130.75
YVVA,Victoria Valley,-37.18333333,142.33333333
YVTN,Violet Town,-36.63333333,145.61666667
YVVL,Violet Vale,-14.73333333,143.58333333
YVOB,Vivonne Bay,-35.96333333,137.18666667
YWGN,Wagin,-33.31638889,117.36027778
YWAH,Wahroongah,-24.45,144.1
YWAF,Wakefield,-30.92805556,150.80194444
YWTI,Walcott Inlet,-16.38333333,124.48333333
YWAB,Waldburg Hs,-24.75,117.36666667
YWHL,Walhallow Stn,-17.77638889,135.65583333
YWRV,Walker River,-13.59333333,135.755
YWBH,Wallabadah,-31.53333333,150.86666667
YWAL,Wallal Downs,-19.775,120.65833333
YWPE,Walpole,-34.95,116.7
YWGE,Wandagee Stn,-23.76638889,114.55194444
YWDV,Wando Vale,-19.66666667,144.9
YWNN,Wandoan,-26.11333333,149.95666667
YWNS,Wandsworth,-25.05,143.66666667
YWEA,Wanella Station,-21.90111111,148.37527778
YWAX,Wannan,-25.29333333,127.55
YWRT,Waratah,-41.45,145.53333333
YWCN,Warbreccan,-24.4,142.81666667
YWRK,Warooka,-34.96138889,137.31222222
YWWG,Warrawagine Stn,-20.85,120.7
YWWE,Warrawee,-20.3,146.61666667
YWRR,Warroora Hs,-23.48333333,113.8
YWOO,Waterloo (wa),-28.15722222,120.94111111
YWNI,Wathanin,-13.7,141.55
YWTV,Watson River,-13.21666667,142.2
YWAT,Wattle Hills,-12.63333333,143.05
YWAC,Wauchope,-20.65,134.21666667
YWRC,Wave Rock,-32.42666667,118.90833333
YWED,Wedderburn,-36.43333333,143.48333333
YWGI,Wedge Island,-35.17555556,136.48583333
YWWA,Wee Waa,-30.25833333,149.40833333
YWEU,Weeumbah,-23.83333333,143.78333333
YWWD,Weewondilla,-22.75,144.4
YWMG,Weilmoringle,-29.23668611,146.922075
YWLB,Welbourn Hill,-27.35805556,134.09361111
YWLF,Welford,-25.16666667,143.31666667
YWEX,Well 33,-22.38333333,124.815
YWEC,Wellclose,-25.52333333,145.13
YWWH,Wentworth,-22.1,147.7
YWER,Wernadinga,-18.125,139.95666667
YWEB,Werribee,-33.725,148.88333333
YWBE,Werribee,-37.85416667,144.61222222
YWRS,Werrington,-19.31666667,144.08333333
YWEO,Wertalloona,-30.65,139.35
YWBY,Westbury,-22.93333333,144.43333333
YWSC,Western Creek,-15.66666667,132.66666667
YWFD,Western Field,-19.28333333,125.41666667
YWTT,Westerton,-23.96666667,142.9
YWML,Westmoreland,-17.33333333,138.23333333
YWSX,Westonia,-31.33333333,118.66666667
YWSD,Westward Downs,-30.725,141.4
YWGM,White Gum,-31.86722222,116.93916667
YWHN,Whitehaven,-20.28333333,149.03333333
YWYL,Whyalla (qld),-28.76166667,151.04055556
YWYJ,Whyjonta Hs,-29.66666667,132.46666667
YWID,Widden,-32.51666667,150.36666667
YWDY,Wide Bay,-25.94333333,152.96666667
YWIG,Wigram Is,-11.77777778,136.53833333
YWIL,Wilandra,-31.28333333,142.66666667
YWNA,Wilgena,-30.76666667,134.73
YWKS,Wilkins Runway,-66.69083333,111.52583333
YWLO,Willeroo,-15.3,131.58333333
YWMY,Williambury,-23.86666667,115.15
YWWX,Williwin,-24.11666667,145.58333333
YWIN,Willowbank,-27.725,152.65
YWLA,Willowra,-21.27666667,132.62333333
YWPN,Wilpena Hs,-31.66722222,138.62333333
YWPR,Wilpoorinna,-29.96666667,138.33333333
YWCM,Wilson's Camp,-20.10138889,129.12638889
YWIO,Wilton,-34.22166667,150.66833333
YWMT,Wimpinmerit,-36.66666667,140.2
YWDA,Windarra,-28.475,122.24166667
YWDJ,Windjana Gorge,-17.421855,124.926276
YWDE,Wingadee,-30.58527778,148.31277778
YWNL,Wingellina,-26.06666667,128.95
YWPL,Winning Pool North,-23.1,114.53333333
YWTA,Wintinna,-27.73833333,134.12
YWIE,Wirralie Gold Mine,-21.11666667,147.26666667
YWRE,Wirralie Homestead,-22.41666667,146.08333333
YWIR,Wirraminna,-31.2,136.23333333
YWWS,Wirraway Station,-28.0,153.06416667
YWPA,Wirrealpa,-31.13333333,138.96666667
YWSI,Wirrida Siding,-29.56666667,134.51666667
YWDC,Wodgina,-21.14166667,118.69166667
YWOR,Wollogorang,-17.22055556,137.92388889
YWMM,Wollomombi,-30.53333333,152.08333333
YWVN,Wolverton,-13.31416667,142.88583333
YWBB,Womblebank Hs,-25.73333333,148.13333333
YWOA,Womboota,-33.91666667,144.6
YWOU,Wombungi,-14.8,131.03333333
YWNG,Wonga,-32.44166667,141.26666667
YWGA,Wonga Beach,-16.32027778,145.42
YWOH,Wongan Hills,-30.88,116.72833333
YWNO,Wonganoo,-27.13333333,121.33333333
YWGW,Wongawol,-26.13333333,121.96666667
YWMA,Wonominta,-30.63333333,142.33333333
YWOD,Woodbury,-42.17,147.455
YWKD,Woodikapildia,-13.86666667,129.96666667
YWOK,Woodstock,-33.76666667,120.25
YWEE,Wooleen Hs,-27.08166667,116.15
YWNR,Woolner,-12.36666667,131.46666667
YWOM,Woolomin,-31.31666667,151.13333333
YWOT,Wooloomanata,-37.93666667,144.37166667
YWLN,Wooltana,-30.42194444,139.43611111
YWBA,Woorabinda,-24.12166667,149.46
YWOX,Woorlba,-32.4,124.03333333
YWRA,Wooroona,-20.48166667,138.16833333
YWMR,Wrotham Park Resort,-16.49833333,143.72472222
YWUL,Wulwuwuy,-12.891298,136.355468
YWYG,Wyagipo,-14.61638889,135.49388889
YWKM,Wyalkatchem,-31.20333333,117.38333333
YWDT,Wyandotte,-18.75,144.83333333
YLOO,Wyloo Station,-22.70166667,116.23833333
YWYB,Wynbring,-30.56166667,133.53333333
YYAC,Yacamunda,-21.38,147.09666667
YYAB,Yackabindie,-27.56666667,120.55
YYGG,Yagga Yagga,-20.89083333,127.94277778
YYLK,Yalakun Stn,-12.26222222,136.01277778
YYAM,Yalamurra,-26.65,145.28333333
YYTA,Yalata Mission,-31.47055556,131.82444444
YYAW,Yalcawinna,-31.715,141.78833333
YYLD,Yalda Downs Hs,-30.26666667,142.98333333
YYAL,Yalgoo,-28.35194444,116.675
YYLG,Yallalong Hs,-27.41666667,115.51666667
YYWL,Yalwal,-34.93333333,150.38333333
YYOO,Yalymboo,-31.80333333,136.86
YYRN,Yamarna,-28.15222222,123.67055556
YYCA,Yancannia,-30.26666667,142.78333333
YYAA,Yandama,-29.68333333,141.425
YYMT,Yandaminta,-29.81666667,141.56666667
YADM,Yandan Mine,-21.25833333,147.0
YYDE,Yandee,-21.33333333,118.86666667
YYYA,Yandiearra,-21.3,118.36666667
YYAN,Yangunbi,-12.28972222,136.65694444
YYNR,Yanrey,-22.51666667,114.8
YYKA,Yaraka,-24.9,144.05
YYRW,Yarlarweelor,-25.45833333,117.975
YYBE,Yarrabee Mine,-23.26666667,149.0
YYDN,Yarraden,-14.31666667,143.31666667
YAAL,Yarralin,-16.44472222,130.88055556
YYRD,Yarrandale,-34.05,146.98333333
YYWN,Yarrawin,-30.26666667,147.21666667
YYME,Yarrowmere,-21.46333333,145.855
YYEA,Yeaburn,-37.17166667,145.32166667
YYLR,Yeelirrie,-27.26666667,120.1
YYLL,Yellow Bank Junction,-25.44666667,148.45
YYVL,Yeoval,-32.76666667,148.7
YYRA,Yeppera,-26.165,142.88
YYPN,Yeppoon,-23.06666667,150.76666667
YYER,Yerilla,-29.48333333,121.83333333
YYIN,Yinnietharra Stn,-24.65,116.16666667
YYAY,Yinyikay,-12.20777778,136.22444444
YYRK,York,-31.86666667,116.78333333
YYOR,Yorketown,-35.00333333,137.61833333
YOUN,Youanmi,-28.615,118.84166667
YYWA,Yowah,-27.95,144.625
YYDY,Yuduyudu,-12.23416667,136.63555556
YYUM,Yuinmery,-28.56666667,119.01666667
YYDM,Yundamindra,-29.11666667,122.03333333
