code,name,lat,lon
EPZR,Zar K/zywca,49.7711,19.218
EPWS,Szymanow,51.2059,16.9982
EPLK,Lask,51.5517,19.1791
EPBK,Bialystok Krywlany,53.1014,23.1707
EPMB,Malbork,54.0266,19.1356
EPPR,Pruszcz Gdanski,54.2481,18.6711
EPGI,Lisie Katy K/grudziadza,53.5244,18.8493
EPIN,Inowroclaw,52.8063,18.2858
EPNL,Lososina Dolna K/nowego Sacza,49.7455,20.6235
EPRP,Piastow K/radomia,51.479,21.11
EPST,Turbia K/stalowej Woli,50.6275,21.9981
EPSU,Suwalki,54.0727,22.8991
EPBY,Bydgoszcz/szwederowo,53.0968,17.9777
EPGD,Gdansk Lech Walesa,54.3776,18.4662
EPOK,Gdynia-oksywie,54.5796,18.5172
EPRG,Gotartowice K/rybnika,50.0706,18.6289
EPAR,Arlamow,49.6586,22.5158
EPMX,Milewo,52.6666,20.4286
EPPN,Plonsk-kepa,52.7236,20.4201
EPSY,Olsztyn/mazury,53.4819,20.9377
EPLU,Lubin,51.423,16.1962
EPPL,Plock,52.5619,19.7197
EPPS,Smilowo,53.145,16.882
EPRA,Radom/sadkow,51.3888,21.2116
EPLB,Lublin,51.2402,22.7135
EPWA,Warsaw Chopin Airport,52.1657,20.9671
EPMO,Warszawa/modlin,52.4512,20.6519
EPBE,Belchatow Kalduny,51.4015,19.3784
EPWL,Wielkie Lniska,53.4748,18.8414
EPKT,Katowice/pyrzowice,50.4743,19.08
EPKI,Kikity,53.9829,20.8771
FASD,Saldanha-vredenburg,-32.9633,17.97
FAFK,Fisantekraal,-33.7714,18.74
FARS,Robertson,-33.8108,19.91
FABW,Karoo Gateway,-32.3,22.6667
FABE,Bhisho,-32.895,27.285
FAGR,Graaff-reinet,-32.1948,24.5412
FAPG,Plettenberg Bay,-34.0882,23.3286
FAQT,Queenstown,-31.9167,26.8833
FASH,Stellenbosch,-33.9806,18.8228
FAUH,Uitenhage,-33.7833,25.3833
FAVR,Vredendal,-31.6431,18.5396
FAVW,Victoria West,-31.4,23.15
FAWC,Worcester,-33.6667,19.4167
FAWL,Williston,-31.3833,20.9333
FACD,Cradock,-32.1556,25.6458
FASX,Swellendam / Hendrik Swellengrebel,-34.05,20.4833
FALW,Langebaanweg (mil - Unlicensed),-32.9688,18.1653
FAEL,East London,-33.0351,27.8214
FAGT,Grahamstown,-33.2833,26.5
FAYP,Afb Ysterplaat (mil - Unlicensed),-33.901,18.4975
FACT,Cape Town International,-33.9714,18.6043
FAOH,Oudtshoorn,-33.6,22.1833
FAOB,Overberg - Test Flying & Developing Centre Mil - Unlicensed,-34.5581,20.2491
FAPE,Port Elizabeth International,-33.99,25.6103
FAGG,George,-34.0067,22.3743
FABD,Burgersdorp,-30.9833,26.3
FACN,Carnarvon,-30.9917,22.1333
FAMC,Middelburg,-31.5167,25.0333
FAPZ,Progress,-33.925,25.3722
FAFO,Fort Beaufort,-32.7833,26.5833
FAPX,Paradise Beach,-34.1028,24.8828
FACF,St Francis Field,-34.1878,24.8317
FAMO,Mossel Bay (cp/kp),-34.1569,22.0614
FAUT,Mthatha,-31.5462,28.6753
FAPA,Port Alfred,-33.5604,26.878
FACV,Calvinia,-31.5003,19.7258
FATF,Tommy's Field,-28.2667,23.0
FALL,Lydenburg,-25.1034,30.4142
FDNG,Piggs Peak/ngonini,-25.7667,31.3667
FDUB,Big Bend/ubombo Ranches,-26.7833,31.9333
FDBM,Big Bend/matata,-26.8667,31.9333
FDBS,Big Bend/sugar Estate,-26.8,31.9
FDMH,Mhlume,-26.0167,31.8
FDNH,Nhlangano,-27.1167,31.2167
FDSM,Simunye,-26.2,31.9333
FDTM,Tambankulu,-26.1,31.9167
FAOR,O R Tambo International,-26.1337,28.2423
FAMV,Mountain View Estate,-25.8663,27.8777
FABL,Bram Fischer International,-29.0938,26.304
FAGY,Greytown,-29.1227,30.5851
FAMN,Malelane,-25.4733,31.5656
FAGC,Grand Central,-25.9871,28.1406
FAKM,Kimberley,-28.8048,24.764
FAVV,Vereeniging,-26.575,27.9625
FA0001,Graskop Airfield,-24.95,30.85
FA0002,Blesbokfontein Airport,-26.1664,29.1822
FAEC,Umtshezi Municipality,-29.0473,29.9106
FAHJ,Harding,-30.5667,29.8833
FAHU,H.m.s. Bastard Memorial,-30.5467,29.5042
FAKU,Kuruman/johan Pienaar,-27.4597,23.4126
FALI,Lichtenburg,-26.1667,26.1833
FANC,Newcastle,-27.7728,29.9764
FANS,Nelspruit,-25.5022,30.9118
FAOI,Orient,-26.0397,27.5942
FAPT,Postmasburg,-28.3333,23.0833
FAPY,Parys,-26.8872,27.5053
FARB,Richards Bay,-28.7402,32.0934
FARG,Rustenburg,-25.65,27.2833
FARI,Reivilo,-27.5542,24.1667
FASB,Springbok,-29.6894,17.9389
FASC,Secunda,-26.5206,29.1722
FASG,Schweizer Reneke,-27.1667,25.3
FASI,Springs,-26.25,28.4
FASS,Sishen,-27.65,23.0
FASW,Slurry,-25.8167,25.8833
FATT,Tutuka Power Station,-26.7786,29.3384
FATZ,Tzaneen,-23.83,30.3167
FAVB,Vryburg,-26.9667,24.7333
FAVG,Virginia/durban,-29.7708,31.0603
FAWA,Warmbaths,-24.9081,28.3044
FAWM,Welkom,-27.998,26.6696
FAZR,Zeerust,-25.6,26.0333
FAAG,Aggeneys,-29.2792,18.8175
FAAN,Aliwal North,-30.6833,26.7333
FXMM,Maseru/moshoeshoe I Intl,-29.4437,27.5575
FYOG,Oranjemund,-28.5848,16.4464
FAAB,Alexander Bay,-28.5733,16.5343
FAPM,Pietermaritzburg,-29.6468,30.3978
FAMS,Morningside Farm,-25.6972,26.9114
FXMU,Maseru/mejametalana,-29.3028,27.5028
FYSA,Skorpion Mine,-27.876,16.6477
FAHR,Harrismith,-28.2333,29.1
FAMU,Mkuzi,-27.6333,32.05
FALY,Ladysmith,-28.5799,29.7527
FALM,Afb Makhado Military (mil - Unlicensed),-23.1595,29.7015
FAWK,Waterkloof Afb (mil - Unlicensed),-25.8277,28.2209
FAPH,Phalaborwa (kruger Park Gateway),-23.9361,31.1551
FABO,Bothaville,-27.3667,26.6333
FAWB,Wonderboom / Pretoria,-25.6553,28.2213
FAHS,Hoedspruit,-24.3546,31.0504
FAMI,Marble Hall,-24.9917,29.2833
FAEO,Ermelo,-26.5,29.9833
FAGM,Rand/johannesburg,-26.242,28.1514
FAMM,Mafikeng,-25.8074,25.5445
FAMB,Middelburg,-25.6857,29.4405
FAFB,Ficksburg Sentraoes,-28.825,27.9083
FAPP,Polokwane International,-23.8496,29.4565
FAKR,Krugersdorp,-26.0816,27.7257
FAKS,Kroonstad,-27.6667,27.3167
FAWI,Witbank,-25.8338,29.1926
FATA,Tedderfield Air Park,-26.3517,27.9692
FASK,Swartkop (mil - Unlicensed),-25.8089,28.167
FASE,Sabi Sabi,-24.9415,31.4446
FALO,Louis Trichardt,-23.0833,29.8667
FAUL,Ulundi - Prince Mangosuthu Buthelezi,-28.3195,31.4171
FABM,Bethlehem,-28.2486,28.3361
FAKZ,Kleinsee,-29.683,17.0931
FAHA,Harmony,-28.0787,26.8616
FANY,Nylstroom,-24.6855,28.4282
FAUP,Upington International,-28.401,21.2597
FALA,Lanseria International,-25.9397,27.9256
FATP,New Tempe,-29.0327,26.158
FAAP,Aviators Paradise,-25.6939,27.7825
FALE,King Shaka International,-29.6118,31.1193
FATG,Thaba Tholo,-24.2811,27.2294
FAHG,Heidelberg,-26.5083,28.3917
FAHV,Gariep Dam Airfield,-30.5622,25.5299
FAKD,Klerksdorp/p.c. Pelser,-26.8667,26.7167
FAMG,Margate,-30.85,30.35
FAPN,Pilanesberg International,-25.3355,27.1716
FABB,Brakpan-benoni,-26.2381,28.3058
FAHL,Hluhluwe,-28.0139,32.275
FABS,Brits,-25.5325,27.7758
FACL,Carolina,-26.0833,30.0833
FADA,De Aar,-30.6915,24.0242
FADB,Dwaalboom,-24.8072,26.8297
FADL,Delareyville,-26.6833,25.4667
FADO,Dendron,-23.3806,29.3208
FAGL,Groblersdal/kobus De Villiers,-25.1868,29.4033
FAHC,Howick,-29.5528,30.2111
FAMD,Malamala,-24.8176,31.5447
FAPF,Piet Retief,-27.0022,30.8439
FAPK,Prieska,-29.6837,22.7706
FAPL,Pongola,-27.3616,31.6055
FAPO,Pilgrims Rest,-24.7847,30.7922
FABA,Microland Flight Park,-25.9667,28.3833
FAFW,Freeway,-25.4772,28.29
FAKT,Boschkop (kitty Hawk Aero Estate),-25.8617,28.4469
FATW,Tswalu Game Reserve,-27.2028,22.4808
FAKN,Kruger Mpumalanga International,-25.3916,31.0993
FACO,Alkantpan,-29.9065,22.3166
FAEM,Empangeni,-28.7185,31.8927
FAHI,Halfweg,-30.0133,20.1392
FAMJ,Majuba Power Station,-27.0831,29.785
FARA,Petit,-26.0817,28.4
FAPS,Potchefstroom,-26.6683,27.0841
FASZ,Skukuza,-24.961,31.5886
FAPI,Pietersburg,-23.9261,29.4844
FDSK,King Mswati Iii (sikhuphe) International,-26.3587,31.7171
FAVM,Venetia,-22.449,29.335
FASP,Singita Sabie Sand,-24.8019,31.4217
FAAR,Arathusa Safari Lodge,-24.7407,31.5181
FDMS,Manzini / Matsapha Airport,-26.5292,31.3075
FDBT,Big Bend Tambuti,-26.7383,31.7783
FBSK,Sir Seretse Khama / International,-24.5558,25.9189
FBSP,Selebi-phikwe,-22.0566,27.8205
FBMA,Matsieng,-24.35,26.0833
FBKL,Kwalata,-23.05,27.9
FBGM,Gumare,-19.3333,22.15
FBKG,Kang,-23.6833,22.8167
FBKY,Kanye,-25.05,25.3167
FBMM,Makalamabedi,-23.6833,22.8167
FBNN,Nokaneng,-19.3333,22.1667
FBNT,Nata,-20.2333,26.1667
FBPY,Palapye,-22.55,27.1333
FBSN,Sua Pan,-20.55,26.1
FBMN,Maun,-19.9725,23.4281
FBXB,Xaxaba,-19.5333,23.05
FBCO,Camp Okavango,-19.1167,23.1
FBXG,Xugana,-19.0667,23.0667
FBKR,Khwai River Lodge,-19.15,23.7833
FBTS,Tshabong,-26.0333,22.4
FBJW,Jwaneng,-24.6,24.6667
FBFT,Francistown,-21.1608,27.4821
FBKE,Kasane,-17.8309,25.1626
FBGZ,Ghanzi,-21.6969,21.6533
FBSW,Shakawe,-18.3667,21.8167
FBOR,Orapa,-21.2667,25.3167
FBLV,Limpopo Valley,-22.1903,29.1265
FBLL,Limpopo Lipadi,-22.5515,28.4921
FKKW,Ebolowa,2.85,11.1833
FKKT,Tibati,6.46667,12.6167
FCPD,Dolisie,-4.2,12.6667
FCOE,Ewo,-0.85,14.8
FCBY,N'kayi/yonkangassi,-4.21667,13.2833
FCMM,Mossendjo,-2.93333,12.7
FOGK,Koulamoutou,-1.17,12.4328
FEFC,Carnot,4.93333,14.9
FEFK,Kembe,4.6,21.8667
FEFQ,Kaga Bandoro,6.98333,19.1833
FGMY,Mongomeyen,1.67858,11.0248
FCOO,Owando,-0.51667,15.95
FCOU,Ouesso,1.6,16.0333
FCOI,Impfondo,1.58333,18.05
FKKM,Foumban/nkounja,5.64444,10.7564
FOGM,Mouila/ville,-1.85,11.0667
FKKY,Yaounde/ville,3.83194,11.5217
FKKC,Tiko,4.08639,9.35722
FEFT,Berberati,4.22611,15.7856
FOGI,Moabi,-2.43333,11.0
FEFR,Bria,6.52667,21.99
FEFO,Bouar,5.95036,15.6398
FCPG,Kibangou,-3.48333,12.3
FOOS,Sette-cama,-2.53333,9.76667
FEFB,Obo/poste,5.4,26.4833
FKKB,Kribi,2.88333,9.98333
FOGQ,Okondja,-0.66417,13.6728
FOGO,Oyem,1.53694,11.5786
FOOK,Makokou,0.58333,12.9167
FOOB,Bitam,2.08333,11.4833
FK0001,Belabo,4.95,13.2833
FK0002,Dizangue,3.75,10.0
FK0003,Dompta,7.26167,15.1127
FOOM,Mitzic,0.78333,11.55
FOOD,Moanda Bangombe,-1.52639,13.2511
FKKO,Bertoua,4.55,13.7167
FKKS,Dschang,5.45,10.0667
FK0004,M'bandjock,4.43333,11.9833
FK0005,Mindourou,4.11667,14.8667
FK0006,Ndeng,3.79833,15.0
FOGR,Lambarene,-0.71667,10.2333
FOOR,Lastourville,-0.83333,12.75
FOOT,Tchibanga,-2.88833,10.9553
FKKF,Mamfe,5.70417,9.30361
FCOM,Makoua,-0.01917,15.5819
FCBS,Sibiti,-3.71667,13.4
FOOA,Mouilla/ville,-1.85,11.0667
FOOL,Libreville/leon M'ba,0.45833,9.41222
FOON,Franceville/mvengue,-1.65194,13.4347
FGSL,Malabo,3.75528,8.70861
FKKD,Douala,4.01167,9.70833
FKYS,Yaounde/nsimalen,3.71722,11.5525
FEGG,Gamboula,4.13333,15.15
FEFU,Sibut,5.73333,19.0833
FOGV,Minvoul,2.15,12.1167
FCBK,Kindamba,-3.95,14.5167
FCOB,Boundji,-1.03333,15.3833
FEGM,Bakouma,5.68333,22.8
FEFM,Bambari,5.85,20.65
FEFG,Bangassou,4.78333,22.7833
FEGF,Batangafo,7.31667,18.3
FEGZ,Bozoum,6.35,16.3167
FEGI,Grimari,5.68333,20.05
FEGK,Kouango,5.0,19.9667
FOGB,Booue,-0.1,11.95
FOGF,Fougamou,-1.28333,10.6167
FEFY,Yalinga,6.51667,23.2667
FOGJ,Ndjole/ville,-0.18333,10.75
FOGE,Ndende,-2.36667,11.4167
FOOH,Omboue/hopital,-1.58333,9.26667
FKKV,Bamenda,6.05,10.1167
FEGU,Bouca,6.51667,18.2667
FEFP,Paoua,7.25,16.4333
FEGE,Obo/m'boki,5.35,25.9167
FKAB,Banyo,6.76667,11.8
FKAO,Betare-oya,5.51667,14.1
FKKE,Eseka,3.65,10.7833
FCOS,Souanke,2.0,14.1667
FCBZ,Zanaga,-2.85,13.8167
FEGB,Bambouti,5.43333,27.2167
FEFS,Bossangoa,6.5,17.4333
FOOC,Cocobeach,1.0,9.58333
FOGG,Mbigou,-1.88333,11.9333
FKKI,Batouri,4.46667,14.3667
FEGR,Rafai,4.98333,23.9167
FEFZ,Zemio,5.05,25.15
FKAF,Bafia,4.76667,11.2167
FKKU,Bafoussam,5.53472,10.3558
FEFA,Alindao,5.01667,21.2
FEGC,Bocaranga,6.91667,15.6167
FCPA,Makabana,-3.48333,12.6167
FEFD,Damara,4.95,18.7
FEGD,Dekoa,6.3,19.0833
FCBB,Brazzaville/maya-maya,-4.2505,15.2515
FO0001,Yenzi/gamba,-2.78333,10.05
FO0005,Bakoumba,-1.83333,13.0167
FO0011,Mbilape,-0.9,9.15
FO0012,Medouneu,-1.0,10.75
FO0013,Mekambo,-0.96667,13.95
FO0014,Mounana,-1.38333,13.15
FO0015,Mounana/leboka,-1.38333,13.1833
FO0016,Nzamaligue,-0.31667,10.25
FO0017,Petit Bambam,-0.48361,9.59528
FO0018,Sindara,-1.03333,10.6667
FO0002,Likindou,-2.335,11.7744
FO0003,Allewana Ii,-0.78333,8.88333
FO0004,Babetville,-0.03333,11.1667
FO0006,Bidoungui,-1.78333,13.05
FO0007,Kongo Boumba,-0.08333,11.4667
FO0008,Koumouloundou,-1.96667,9.6
FO0009,La Wagny,-0.6,12.25
FO0010,Mandji,-1.7,10.3833
FOOG,Port Gentil,-0.71926,8.75135
FGBT,Bata,-1.90221,9.80281
FGMM,Mongomo,1.61833,11.3181
FPPR,Principe / Principe,1.66297,7.41167
FPST,Sao Tome International,0.37791,6.71315
FCPP,Pointe Noire/antonio Agostinho Neto,-4.81472,11.8864
FCOD,Ollombo / Aeroport International Denis Sassou N'guesso,-1.22146,15.9136
FK0007,Djoum,2.66667,12.65
FKKN,Ngaoundere,7.35917,13.56
FEFF,Bangui-m'poko,4.39778,18.5197
FKAG,Abong-mbang,3.93333,13.2167
FKKG,Bali,5.9,10.0333
FLKE,Kasompe,-12.5728,27.8939
FLKK,Kenneth Kaunda Intl,-15.3267,28.4567
FLHN,Harry Mwanga Nkumbula Intl,-17.8123,25.82
FLSK,Simon Mwansa Kapwepwe Intl,-12.995,28.665
FLSY,Siankaba Airstrip,-17.8333,25.5778
FLLC,Lusaka City,-15.4136,28.3306
FLZB,Zambezi,-13.5386,23.1097
FLLB,Lubombo,-15.8667,27.9
FLMI,Munwa Nkozi,-13.7392,29.4131
FLBL,Blue Lagoon,-15.454,27.6667
FLWA,West One,-12.85,27.05
FLAI,Amelia,-13.75,29.3167
FLCK,Chikankata,-16.0,28.0
FLCG,Chilongolo,-15.4867,28.1683
FLIJ,Inja,-12.2667,30.6
FLAA,Kawa,-13.7,29.5
FLLU,Luampa,-15.05,24.4333
FLMH,Mushishima,-12.6667,27.75
FLSP,Sheply,-13.805,29.0875
FLKB,Kawambwa,-9.75,29.1
FLMB,Maamba,-17.3667,27.1833
FLMU,Mulobezi,-16.7667,25.1833
FLMF,Mfuwe,-13.2667,31.9333
FLSW,Solwezi,-12.1667,26.3667
FLAM,Chama,-11.0,33.0
FLLA,Luanshya,-13.1417,28.425
FLMO,Monze,-16.2833,27.5167
FLNA,Ngoma,-15.9667,25.9333
FLYA,Samfya,-11.36,29.5433
FLLG,Luwingu,-10.255,29.8967
FLRU,Rufunsa,-15.0833,29.6333
FLSJ,Sakeji,-11.2167,24.3167
FLSN,Senanga,-16.1,23.2667
FLWB,West Two,-13.7833,27.4833
FLMG,Mongu,-15.225,23.1517
FLUB,Luembe,-14.2825,30.5217
FLNO,Mano,-11.6,32.0
FLGA,Musunga,-13.4639,28.0364
FLNI,Ngweshi,-14.6125,23.1167
FLTT,Taita Falcon,-17.9797,25.9106
FLWN,Wanga,-14.8653,28.0253
FLKO,Kaoma,-14.8,24.7833
FLKY,Kasaba Bay,-8.53333,30.7
FLAT,Katete,-12.1167,32.0833
FLML,Mufulira,-12.5667,28.2833
FLMW,Mwinilunga,-11.65,24.4167
FLRO,Rosa,-9.53333,31.2333
FLWD,West Four,-13.65,25.4333
FLWF,West Six,-12.2,27.5
FLCW,Chowa,-15.0,28.0
FLIS,Ikaros,-13.8667,29.3333
FLLN,Landless Corner,-14.9,28.0667
FLLO,Kalomo,-16.9833,26.4833
FLPA,Kasempa,-13.4333,25.7833
FLNY,Nyimba,-14.5667,30.85
FLWW,Wakawaka,-12.45,32.25
FLWC,West Three,-13.35,26.5833
FLWE,West Five,-13.95,24.5
FLCL,Chilanga,-15.55,28.3
FLFC,Farm Centre,-13.7831,29.1972
FLTA,Kotakota,-16.7833,28.0
FLLH,Lusali Hills,-14.9036,28.2597
FLLM,Lushimba Springs,-14.2833,25.5
FLNB,Nandabu,-16.6833,23.4833
FLNK,Nkamba Bay Lodge,-8.6,30.5333
FLTI,Taranaki,-15.8033,27.9575
FLEF,East Six,-11.1167,30.0167
FLEG,East Seven,-12.45,29.4833
FLBB,Baobab Ridge,-17.8977,25.8683
FLCN,Chingombe,-14.4,30.0
FLGM,Grassmere,-15.3722,27.9581
FLJP,Jifumpa,-13.9667,26.3333
FLKG,Kalengwa,-13.4667,25.0167
FLFR,Luangwa/feira,-15.6167,30.3833
FLBW,Nabwalya,-12.4247,31.9725
FLPP,Puku Pan,-15.2,26.1
FLRZ,Royal Zambezi,-15.7319,29.3194
FLMK,Mkushi,-13.6167,29.5367
FLLW,Lechwe,-15.7261,28.0917
FLLL,Lwela,-11.7167,29.1
FLMR,Maraamba Microlight,-17.8844,25.8464
FLMD,Musonda Falls,-10.75,28.6333
FLWS,Mwaleshi,-12.0,32.3333
FLNU,Mwanya/new Lukuzi,-12.8475,32.0364
FLLP,Lubonga/marula Puku,-11.7453,32.1558
FLNG,Lunga,-14.17,26.3531
FLLF,Lufwanyama,-12.2833,27.7167
FLMC,Mastock Chiawa,-15.9167,28.8667
FLMY,Maziba Bay,-16.6833,23.6181
FLYT,Mubuyu-nyati,-15.925,28.1667
FLUK,Mukonchi,-14.25,28.7833
FLTB,Turnbull,-13.8319,27.9917
FLMA,Mansa,-11.1333,28.8667
FLKS,Kasama,-10.2167,31.1333
FLCR,Ceres,-15.7667,27.8333
FLCU,Chunga,-15.05,25.9833
FLHP,Hippo,-14.6681,26.3942
FLJK,Jeki,-15.6333,29.6
FLKA,Kasanka,-12.55,30.15
FLKN,Kyindu,-15.5,28.075
FLZI,Mbizi,-14.4167,30.5333
FLMM,Mwami,-13.8,32.75
FLLE,Lesa,-13.5667,28.0667
FLKZ,Lukuzi,-12.8167,32.0667
FLMP,Mpika,-11.8667,31.45
FLPK,Mporokoso,-9.36667,30.1383
FLSE,Serenje,-13.1833,30.2333
FLCP,Chipata,-13.5667,32.59
FLCH,Choma,-16.7833,27.0
FLEC,East Three,-14.0667,30.0833
FLEH,East Eight,-12.1167,28.45
FLKW,Kabwe/milliken,-14.4333,26.3833
FLLK,Lukulu,-14.3667,23.2583
FLLD,Lundazi,-12.275,33.1917
FLPE,Petauke,-14.2,31.2167
FLSH,Shiwangandu,-11.2,31.7333
FLRB,Rapid Two One,-17.9853,25.9692
FLTF,Tafika,-12.85,32.0
FLEE,East Five,-10.5667,33.4167
FLPO,Kabompo,-13.5667,24.2167
FLCM,Chimbwi,-13.35,23.0
FLKD,Kalundu,-14.9833,28.4333
FLPD,Kapanda,-13.6167,29.6
FLLV,Lochinvar,-15.9667,27.2333
FLMS,Moshi,-14.4,26.15
FLSG,Sinazongwe,-17.2111,27.4833
FLSI,Sun International,-17.9214,25.8661
FLSB,Sable/mwembeshi,-15.3333,27.7917
FLSC,Sichifulo,-16.7497,25.6892
FLTO,Tongabazi,-17.8181,25.8728
FLEA,East One,-11.6333,29.7
FLIK,Isoka,-10.1833,32.6667
FLCS,Chinsali,-10.5333,32.0667
FLED,East Four,-14.8333,29.1167
FLSO,Southdowns/kitwe,-12.9,28.15
FLCF,Chifunda,-11.8744,32.5825
FLDH,Dambi Hills,-13.6667,32.7167
FLEN,East Fourteen,-9.33333,32.6833
FLFW,Fiwila,-13.9833,29.65
FLEB,East Two,-11.1,30.3167
FLRG,Rusangu,-16.3667,27.5167
FMSD,Tolagnaro/maurillac,-25.0381,46.9561
FM001,Saint Denis Chd,-20.891,55.4441
FMEE,La Reunion-roland Garros,-20.89,55.5164
FMSC,Mandabe,-21.0464,44.94
FMNX,Mandritsara,-15.8467,48.8356
FMCI,Moheli/bandar Es Salam,-12.2981,43.7664
FMSF,Fianarantsoa,-21.4422,47.1108
FMMO,Maintirano,-18.0508,44.0322
FMMC,Malaimbandy,-20.3564,45.5411
FMMX,Tsiroanomandidy,-18.7631,46.0522
FMSB,Beroroha/antsoa,-21.6058,45.1358
FMNL,Analalava,-14.63,47.7625
FMNQ,Besalampy,-16.7442,44.4839
FMSY,Ampanihy,-24.6992,44.7325
FMMK,Ankavandra,-18.8058,45.2739
FMSZ,Ankazoabo,-22.2967,44.5319
FMMG,Antsalova,-18.7014,44.6147
FMNF,Befandriana/avaratra,-15.2,48.4833
FMSL,Bekily,-24.2361,45.3047
FMML,Belo/tsiribihina,-19.6872,44.5422
FMSI,Ihosy,-22.4061,47.1669
FMMH,Mahanoro,-19.8364,48.7994
FMSJ,Manja,-21.4264,44.3158
FMMR,Morafenobe,-17.8503,44.9208
FMMS,Sainte-marie,-17.0903,49.8156
FMNE,Ambilobe,-13.1833,48.9833
FMMV,Morondava,-20.2847,44.3178
FMCH,Moroni/prince Said Ibrahim,-11.5365,43.2713
FMSA,Ambalavao,-21.8156,46.9158
FMMQ,Ilaka/atsinanana,-19.5833,48.8
FMNG,Port-berge,-15.5833,47.6167
FMNO,Soalala,-16.1,45.3667
FMMN,Miandrivazo,-19.5667,45.45
FMNT,Tsaratanana,-16.75,47.6167
FMSU,Vangaindrano,-23.3517,47.5789
FMMY,Vatomandry,-19.3833,48.95
FMNH,Antalaha/antsirabato,-14.9989,50.32
FMSV,Betioky,-23.7336,44.3908
FMSE,Betroka,-23.2744,46.125
FMNS,Sambava/sud,-14.2786,50.1747
FMST,Toliary,-23.3894,43.7256
FMND,Andapa,-14.65,49.6167
FMNN,Nosy-be/fascene,-13.3181,48.3092
FMNA,Antsiranana/arrachart,-12.3511,49.2942
FMNB,Bealanana/ankaizina,-14.5428,48.6917
FMMB,Ambatomainty,-17.6864,45.625
FMMI,Antananarivo/ivato,-18.7964,47.4761
FMMT,Toamasina,-18.1158,49.3933
FMNM,Mahajanga/philibert Tsiranana,-15.6667,46.3511
FMCZ,Dzaoudzi Pamandzi,-12.8067,45.2806
FMEP,Saint Pierre Pierrefonds,-21.3217,55.4256
FM002,Saint Denis La Redoute,-20.8854,55.441
FM003,Saint Paul L'eperon,-21.0349,55.2603
FM004,Saint Pierre Centre Hospitalier Sud Reunion,-21.3457,55.4934
FMSN,Tanandava/samangoky,-21.7,43.7333
FSFA,Farquhar,-10.107,51.1728
FM006,Saint Paul L'ermitage,-21.0679,55.2497
FMNZ,Ampampamena,-13.4858,48.6325
FMSM,Mananjary,-21.2067,48.3561
FMNC,Mananara/avaratra,-16.1636,49.7697
FMSR,Morombe,-21.7514,43.3764
FMNV,Vohimarina,-13.3728,49.9989
FMNW,Antsohihy / Ambalabe,-14.9031,47.9936
FMSK,Manakara,-22.1206,48.0211
FMSG,Farafangana,-22.8067,47.8256
FMMZ,Ambatondrazaka,-17.7958,48.4433
FMMU,Tambohorano,-17.4833,43.9667
FMCV,Anjouan/ouani,-12.1308,44.4297
FMNR,Maroantsetra,-15.4383,49.69
FMME,Antsirabe,-19.8347,47.0669
FNCT,Catumbela,-12.4833,13.5
FZCF,Kahemba,-7.33333,19.0167
FZUW,Kahungulu,-8.04861,17.6961
FNCV,New Cuito Cuanaval,-15.15,19.15
FZCG,Tembo,-7.7,17.35
FNCU,Calulo,-9.98333,14.9167
FNCF,Cafunfo,-8.78333,17.9906
FNWK,Waku Kungo,-11.4264,15.1014
FN0001,Pm1,-7.97471,13.1005
FZAJ,Boma,-5.86667,13.0667
FNBC,Mbanza Congo,-6.26972,14.2469
FNDU,Dundo,-7.40083,20.8183
FNSO,Soyo,-6.14083,12.3717
FNXA,Xangongo,-16.7553,14.9653
FNHU,Huambo/albano Machado,-12.8,15.75
FNUB,Lubango/mukanka,-14.9244,13.5717
FNUE,Luena/moxico,-11.7686,19.8972
FNCA,Cabinda,-5.58667,12.1886
FNMO,Ibe/yuri Gagarin,-15.2594,12.1489
FNBG,Benguela/17 De Setembro,-12.61,13.4036
FLKI,Kalene,-11.1667,24.1833
FNLU,Luanda/4 De Fevereiro,-8.85556,13.2339
FNSA,Saurimo,-9.68889,20.4308
FNGI,Ondgiva,-17.0433,15.6839
FQAG,Angoche,-16.1833,39.9333
FLAB,Kakumbi Airstrip,-13.0833,37.8333
FQLU,Lumbo,-15.0331,40.6717
FQMD,Mueda,-11.6728,39.5631
FQMR,Marrupa,-13.225,37.5519
FQNC,Nacala,-14.4881,40.7122
FQPO,Ponta De Ouro,-26.8333,32.8333
FVGR,Grand Reef,-18.9833,32.7833
FWBG,Bangula,-16.5833,35.1167
FWSJ,Nsanje,-16.9167,35.25
FWLK,Likoma,-12.0797,34.7364
FQSG,Songo / National,-15.6,32.7667
FQLC,Lichinga / National,-13.2745,35.2646
FQQL,Quelimane - National,-17.85,36.8667
FQVL,Vilankulo / National,-22.0167,35.3167
FQBR,Beira / International,-19.7957,34.9548
FQTT,Tete Chingozi / National,-16.1081,33.6402
FQNP,Nampula / International,-15.1028,39.2844
FQMA,Maputo / International,-25.9208,32.5726
FQCH,Chimoio / National,-19.1497,33.4289
FQMP,Mocimboa Da Praia / National,-11.35,40.35
FQPB,Pemba / National,-12.9916,40.5243
FQIN,Inhambane / National,-23.8667,35.4167
FQIA,Inhaca,-25.9969,32.9292
FTTY,Faya-largeau,17.9161,19.1089
FTTP,Pala,9.38333,14.9333
FKKR,Garoua,9.33667,13.3811
FTTI,Ati,13.2333,18.3167
DRZD,Dirkou,18.9689,12.8689
DRZF,Diffa,13.375,12.6417
